tmdb_id,title,release_year,overview,genres,keywords,is_period_piece,signals_used,setting_start_year,setting_end_year,setting_decade,year_gap,vote_count,revenue_usd,in_top_k_by_revenue,country
2907,The Addams Family,1991,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.","['Comedy', 'Fantasy']","['dancing', 'dead wish', 'secret passage', 'fencing', 'black humor', 'uncle', 'eccentric', 'mansion', 'loan shark', 'accountant', 'creepy', 'disembodied hand', 'anxious', 'long lost sibling']",False,['fantasy_penalty'],,,,,4870,191502426,True,['US']
13154,Showdown in Little Tokyo,1991,"An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.","['Action', 'Comedy', 'Crime']","['yakuza', 'los angeles, california', 'samurai sword']",False,[],,,,,501,2275557,True,['US']
12647,Billy Bathgate,1991,"In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.",['Crime'],"['danger of life', 'mafia boss']",False,['explicit_past_year'],1935.0,1935.0,1930s,56.0,230,15565363,True,['US']
9065,Europa,1991,"Just after World War II, an American takes a railway job in Germany, but finds his position politically sensitive with various people trying to use him.","['Crime', 'Drama', 'Thriller']","['chess', 'allies', 'munich, germany', 'hypnosis', 'bridge', 'employee', 'frankfurt am main, germany', 'travel', 'priest', 'post world war ii', '1940s']",False,[],1939.0,1945.0,1930s,52.0,341,1007976,True,['DK']
38251,Mediterraneo,1991,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.","['Comedy', 'Romance', 'War']","['island', 'army', 'world war ii', 'greek island', 'italiani brava gente']",True,"['genre_period', 'keyword_period']",1939.0,1945.0,1930s,52.0,1031,4532791,True,['IT']
2924,Backdraft,1991,"Two feuding siblings carrying on a heroic family tradition as Chicago firefighters. But when a puzzling series of arson attacks is reported, they are forced to set aside their differences to solve the mystery surrounding these crimes.","['Drama', 'Thriller', 'Action', 'Crime']","['chicago, illinois', 'rescue', 'fire', 'corruption', 'sibling relationship', 'psychopath', 'office', 'investigation', 'danger of life', 'arson', 'firefighting', 'explosion', 'warehouse', 'pyromaniac', 'firefighter', 'somber', 'suspenseful']",False,[],,,,,1491,152368585,True,['US']
879,Hook,1991,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.","['Adventure', 'Fantasy', 'Comedy', 'Family']","['rescue', 'daughter', 'flying', 'swordplay', 'sword', 'fairy tale', 'memory loss', 'duel', 'pirate', 'hook', 'hook for a hand', 'reflective', 'playful', 'grand']",False,['fantasy_penalty'],,,,,5524,300854823,True,['US']
9585,Not Without My Daughter,1991,"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.","['Drama', 'Thriller']","['daughter', 'escape', 'persia', 'married couple', 'violent husband', 'islam', 'travel']",False,[],,,,,313,14789113,True,['US']
9079,Dying Young,1991,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood cancer. Slowly, they fall in love, but they always know their love cannot last because he is destined to die.","['Drama', 'Romance']","['new love', 'life and death', 'nurse', 'education', 'romance', 'wealth', 'cancer', 'falling in love', 'millionaire']",False,[],,,,,472,82264675,True,['US']
10617,Once Upon a Time in China,1991,"Set in late 19th century Canton, this martial arts film depicts the stance taken by the legendary martial arts hero Wong Fei-Hung against foreign forces' plundering of China.","['Action', 'Drama']","['martial arts', 'kung fu', 'hero', 'china', 'colonisation', '19th century', 'qing dynasty']",False,[],,,,,459,3826459,True,['HK']
9594,Double Impact,1991,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.","['Thriller', 'Action', 'Crime', 'Drama']","['martial arts', 'war veteran', 'fight', 'loss of loved one', 'fighter', 'villainess', 'karate', 'revenge', 'organized crime', 'hong kong', 'los angeles, california', 'twins', 'hoodlum', 'action hero']",False,[],,,,,1149,30102717,True,['US']
